docid,text,person_id,first_name,last_name,date,Party,Constituency,label
text38286,"I congratulate the hon. Member for Luton South (Rachel Hopkins) on introducing her first debate, which she did quite splendidly. This is a very important issue, and I think we are very much in agreement. Our cultural and creative sectors are one of the UK’s greatest success stories, one of our best calling cards and one of those things that really promote the levelling-up agenda. We also agree about the vital role that grassroots arts and culture play in binding local communities together. She is clearly a great champion for the arts in her area and she has really brought it to life this evening, as I am sure other Members will agree.We know that Luton is a great example of how the power of art can bring communities together. That was incredibly apparent in the spectacular “People Power Passion” celebrations that lasted for two days last July. I very much appreciate her sharing with me the video of that wonderful event in her constituency. As she said, it was really dynamic and brought together people from different age groups and backgrounds not only among the performers, but in the audience. It was a really inspiring event and one that Luton should be super-proud of. Of  course I also recognise the devastating impact that covid-19 has had right across our arts and culture, particularly on our grassroots venues that were forced to close in March. It has had a significant impact on businesses, staff, performers and all the many others who make these places such a wonderful part of our success story.The Government have provided unprecedented support to the arts and culture sectors in response to the crisis and its impact on businesses and individuals. At the very beginning, Arts Council England very quickly delivered an emergency response package of £160 million of Government funding. I am sure that the hon. Lady will be aware of the many organisations and individuals working in Luton that have benefited from that emergency funding. Those include the brilliant Khayaal Theatre Company, which, as she knows, is a multi-award-winning drama education company, and Little Red Creative Studios, which is a centre for arts with a strong focus on community and accessibility, which I think we would all agree is super-important.It is our real, sincere hope that this funding has provided a solid source of support at this incredibly challenging time and helped to preserve the creative ecology of the hon. Lady’s area, which she described so brilliantly. Of course, she mentioned — and the House will be aware of it — the £1.57 billion culture recovery fund. We are really clear that we expect the cultural sectors to represent our diverse society in their artistic talent, their workforce and their audiences. As with all Arts Council funding, the culture recovery fund will require all organisations in receipt of funds to demonstrate progress on things such as diversity and outreach over the coming years in return for our investment in their futures. To that end, they will be required to participate in a post-programme evaluation.So far, grassroots music venues across England have been the first recipients of this funding, and the £3.36 million emergency grassroots music venues fund has been shared among 135 venues across England that applied for support. Those were places that were at imminent risk of collapse as a result of covid. I know that the hon. Lady will be delighted that the Bear Club and the Dallow Centre in Luton have been awarded funding through that scheme. They are much-loved cultural venues that are vital to the local cultural ecosystem, and I hope that will go some way towards helping them to weather the storm and continue to offer exciting and diverse programmes to the city.The hon. Lady is absolutely right that grassroots venues play such an important role in building many successful careers, bringing enjoyment to audiences of all ages and supporting local economies right up and down the country. We know that this is an incredibly challenging time and that many cultural organisations and individuals currently face significant difficulty and uncertainty.I have met virtually weekly since February, at roundtables, representatives from right across the arts and culture sectors that I represent. I have met people from up and down the country — from all corners — on a very regular basis, just so that I can fully understand and fully get inside the pressures that they are facing. My team in DCMS has been working incredibly hard to try to find solutions that will support this vital sector going forward — ways to try to reopen venues that remain closed and   to allow grassroots groups to begin again, obviously all the while maintaining social distancing, as we all need to.The substantial Government funding package, which, as the hon. Lady knows, represents the largest ever investment in our culture and arts, will be used right across England to help support the performing arts, theatres, museums, heritage, galleries, independent cinemas and live music venues. The Arts Council has been chosen to administer that because it has the expertise to do it and to ensure that we are supporting individuals and venues at this challenging time.Of course, this is about individuals. It is not just about buildings; it is about the people who bring these places to life. A big priority has been to try to resume cultural activity, albeit in a distanced way, because we know that, more than anything, our brilliant freelancers and individuals want to get back to work and do what they do best. However, we also know that, for some, that has not been possible, so, complementing this funding package, Arts Council England has announced £95 million of additional support for individuals, including freelancers. There will be a further round of its programme Developing your Creative Practice this autumn, which makes approximately £18 million available for individuals who want to develop new creative skills. It is also adding an extra £2 million to the relevant benevolent funds that have been set up across various sectors to support those who are less well supported by these programmes, such as stage managers and technicians.Arts Council England is our national development agency for creativity and it has a strategic vision for the next 10 years, which I think the hon. Lady will appreciate. It is called Let’s Create and sets out that by 2030, England will be a country in which the creativity of each of us is valued and given the chance to flourish,   and where everyone has access to a range of quality cultural experiences. With that in mind, it currently funds over 800 organisations right across the country as part of its national portfolio. That includes grassroots organisations and those that work to engage local communities. There are two in Luton, for example. There is the Culture Trust, supported for its work at the historical Wardown House, with the special exhibitions and the programme of arts that are local community-focused, and then, of course, there is the Luton carnival, which she mentioned. Alongside Arts Council funding, that is also backed by the local council and the UK Centre for Carnival Arts. I know that that is a hugely anticipated annual event, and it was very disappointing that May’s carnival was cancelled, but I am sure that it will come back bigger, stronger and better in 2021.I am also really supportive of the Arts Council’s Creative People and Places project in Luton, with Revoluton Arts working across the Marsh Farm and Bury Park areas of Luton. They have delivered a number of brilliant creative programmes designed by and with the local community, with the purpose of encouraging more people to engage with the arts.I hope that I have gone some way to reassure the hon. Lady that the Government truly believe in and recognise the power of art to transform places and, of course, to transform lives. They work to make the arts and the wider culture of museums and libraries an integral part of everyday public life, accessible to all and understood as absolutely essential to not only our national economy, but the health and happiness of society.Question put and agreed to.House adjourned.",24873,Caroline,Dinenage,22/09/2020,Conservative,Gosport,4
text53694,"I congratulate my right hon. Friend on this moment and the Government on the news about the Pfizer vaccine, but please can we continue to have increased honesty about what we still do not know? We do not know how long the immunity will last, we do not even know whether people who have been vaccinated can still transmit the disease, and of course we do not know whether tier 2 restrictions will succeed in bringing the R rate down. Until we can answer those questions, we will continue to need maximum effort behind contact tracing and isolation of virus spreaders.Councils including Essex County Council need daily access to all the positive cases recorded by NHS Test and Trace immediately and without delay, so that they can make their own operations effective, so why are they having to wait 48 to 72 hours before they get the data? Also, what are the Government going to do to engage  districts and their community volunteer hubs to help to persuade people to support those who must still isolate even if they have been vaccinated?",10312,Bernard,Jenkin,02/12/2020,Conservative,Harwich and North Essex,1
text35422,"My hon. Friend raises a really important point, which I completely support, and it echoes the conversations that I have had with operators in the aviation sector.The obvious inaction has been noticed across the industry, and while some employers have a will to act in their employees’ best interests, that is not possible without a support package. One employer contacted me to clarify that, while the Government repeatedly refer to the package of support that aviation has had, the specific nature of industry concerns have not been recognised at all. My colleagues and I have made it clear to employers and businesses, and I will re-emphasise it to the Government today, that we want to work in collaboration with all those affected to ensure that a plan can be put in place to secure the future of the industry. This debate is not about political point scoring. It is about holding the Government to account where they have failed the best interests of people across the UK.My colleagues on the shadow Front Bench have worked with unions and other stakeholders to produce a policy position that can help to protect jobs, the wider supply chain and the environment. I urge the Government to listen to the recommendations that have come from within the industry to implement a robust plan and to provide a bail-out package to the aviation sector.I also urge the Government to consider taking action on recommendations from industry leaders. The first is the need for the introduction of airport testing to minimise the need for mandatory 14-day self-isolation. It is clear to all now that the risk posed by covid-19 will not be eliminated in the immediate future, but when cases do begin to fall again — and they will — we must have a system in place to encourage the economy to immediately reopen. Passengers have been discouraged from travelling because they know they will have to quarantine for 14 days upon arrival back in the UK, even if they test negative for covid-19. The blanket quarantine rules are another reflection of the Government’s  lack of preparedness as more infections were traced back to different travel destinations, to which the Government responded with a short-sighted and damaging policy.This is why I am calling on the Government to work with businesses to produce a clear commitment to tackling climate change and investing to make the use of cleaner fuels and other low or zero-emission technologies viable options for businesses. If the Government truly want us to be the world leader, we must start acting like one. Direct emissions from aviation account for 2% of global greenhouse gas emissions. The threat to our planet, our country and our constituencies from climate change is ever growing.Covid-19 has caused businesses and individuals to operate differently, as we are forced to come up with creative solutions to problems that we did not expect to face. We should take this opportunity to factor in the wider issues that urgently need tackling. The aviation sector has been impacted by measures relating to covid-19 in a very specific but not limited way. The entire industry and my colleagues on the Opposition Benches are ready to work with the Government to develop a plan for the future, and I hope that the Secretary of State for Transport and the Prime Minister are ready to engage in the urgently needed discussion.",25846,Abena,Oppong-Asare,10/09/2020,Labour,Erith and Thamesmead,2
text60591,"My hon. Friend is right to raise this question. As I said in my opening remarks, the pandemic — the global pandemic — has had a huge impact on public services not just in this country but across the world, and the court system is not immune from that. That is why we have seen the additional cases that we have discussed this afternoon.My hon. Friend asked about resources. The Government are categorically committed to putting in the resources necessary to facilitate the recovery of the courts. I mentioned earlier that this year alone we have invested an extra £143 million in court buildings and technology to make our courts covid-safe and an extra £110 million in increasing our courts capacity. That is an investment of an extra quarter of a billion pounds this year alone to make sure that the court recovery not just gets started, but continues in the current vein. So I can give my hon. Friend the assurance that she is quite rightly asking for.",25377,Chris,Philp,20/01/2021,Conservative,Croydon South,4
text36242,"This Government’s comprehensive and generous package of support in response to the coronavirus has protected millions of livelihoods and supported hundreds of thousands of businesses up and down the country. Our plan for jobs announced in July will protect, create and support jobs, notably through our recently launched kickstart scheme, as we look to get the UK economy back on its feet.",25428,Rishi,Sunak,15/09/2020,Conservative,Richmond (Yorks),4
text46648,"There are over 2,200 more women in prison compared with 25 years ago, and 82% have been sentenced for non-violent offences. A second lockdown will hit them hard, so can the Minister confirm what steps are being taken to give women in prison virtual access to their children? How many pregnant women are currently in custody? How many women have been released as part of the early release scheme?",25681,Ellie,Reeves,03/11/2020,Labour,Lewisham West and Penge,3
text61335,"I wish to speak in favour of the motion.These have been testing times for local authorities in West Yorkshire. Just today, the “Cities Outlook 2021” report has revealed that the economic impact of covid has meant that levelling up will now be four times harder than pre-covid. As Gordon Brown said today, the virus has a political dynamic: it cruelly exposes our weaknesses, with higher deaths among the lowest paid and an unfair economic impact on women and black, Asian and minority ethnic communities. This hit to our community wellbeing is, of course, on top of all the other too-familiar tales of council budget cuts and job losses.The Government’s encouragement, saying that they would do whatever it takes, has now turned into a £2.6 billion funding gap. The LGA tells us that cuts have totalled £15 billion for councils in England. That is devastating, given the fact that between 2011 and 2018 the number of looked-after children grew by 11%. The number of people over 65 in need is up by 14% and the number of those unintentionally homeless is up by 35%. These are real people, their lives brutally changed beyond recognition through no fault of their own.West Yorkshire councils have stepped up and made sure that food and medicine gets to those who are shielding; kept essential services, such as refuse collection and housing maintenance going; provided laptops to disadvantaged students; and worked flat out to get financial support to as many businesses as possible. They decided not to wait for the Government to fund free school meals and took in-house the feeding of hungry children across West Yorkshire. More importantly, they have used local knowledge to transform the failed and chaotic test and trace project into one that actually delivers results.All that has been done against a background of income cuts. For example, for Leeds City Council, underlying funding from business rates is down 5%. Council tax payments are down, with people ineligible to pay as they are out of work, forcing the council to fill a £25 million black hole from reserves to avoid bankruptcy. Of course, the Government will say that that is why it is important to give councils the chance to raise council  tax to pay for extra costs, but hard-working, low-paid families should not be picking up the bill for austerity and the pandemic. There are higher food costs, higher energy bills and the extra costs of home-schooling, which is why we absolutely must retain the £20 uplift to universal credit and why we cannot add yet another extra financial burden on to family expenses, especially when millions have already been excluded from meaningful support.In this landscape, do the Government really want to increase household bills by £93? Not only is that a poor reward for those who have sacrificed so much, but it is economically illiterate. Shops and businesses need people to go out and buy goods and services, not tighten their belts. I know the Minister will list the financial packages available, but I urge him to do the right thing.",25592,Tracy,Brabin,25/01/2021,Labour/Co-operative,Batley and Spen,4
text31237,"I thank the Leader of the House for his response to my letter, although I am afraid to say that I was a little disappointed with his  attitude towards not protecting the time for the estimates day debates. The Backbench Business Committee has 30 unaired debates on our waiting list. They range across a number of subjects, including very important ones such as redundancies in, and the future of, the aviation sector; support for the self-employed and freelance workers in the aftermath of the covid virus pandemic; support for the tourism industry; mental health support for frontline workers; and, going further afield, the plight of Rohingya, the situation in, and plight of, the people of Yemen and the situation between Israel and Palestine — and many more. I note in the Leader’s response to the question about businesses that there is an intention to try to get Westminster Hall reopened, but can that not be done sooner than the beginning of October?Given all those unaired debates, I cannot help but note that we have a general debate on restoration and renewal this afternoon. I think that the vast majority of Members on both sides of the House would say that that subject is not filling up their casework inboxes. There is also a general debate on matters to be raised before the forthcoming Adjournment. We have an awful lot of disgruntled Back Benchers with very important debates waiting to happen. I appeal again to the Leader of the House to get us some time for Backbench Business as soon as possible after the summer recess.",24919,Ian,Mearns,16/07/2020,Labour,Gateshead,4
text46514,"I could not agree more with my hon. Friend. Our Government could have learned from many other countries and got a grip on contact tracing and testing. Instead, what we have seen is chaos — false promises, over-promising and under-delivering. That has damaged public confidence. The public confidence that we all worked to build, across party, at the beginning of the crisis during the first wave, has been squandered by the failures of this Government.There are now four times as many people catching covid than anticipated. The delay in introducing restrictions has already cost lives in constituencies such as mine, and we are already seeing a high prevalence of death rates among those from black and minority ethnic communities and those from poorer backgrounds — the patterns are very similar to what happened before. This time the Government know where the problems are, and their failure is completely unacceptable and inexcusable.Given the scientific advisers’ own projections in the graphs that they showed the country last week, we are expecting even greater human cost and even more lives being lost because of the delay and the failures to act. That is why it is an absolute scandal that the Government have spent £12 billion on a private contractor, Serco. They call it “the NHS app”, but they did not use the public sector. They should have formed a proper alliance between the public and private sectors — nobody is saying that it should be one or the other. We should be pragmatic, but we should get value for money.It seems that organisations and companies that have shown complete incompetence are being rewarded with contracts. It seems as if there is a contracts programme for Conservative party donors. I raised the issue of the PPE contracts with the Prime Minister, and he has still failed to answer — it has been weeks now. There have been £1 billion of contracts without proper due diligence.The rate of death among certain communities was very high, and it continues to be in this crisis. The Government also need to act now to provide support to the 3 million who were excluded during the first crisis and continue to get very little support as we head towards to the lockdown. They are being left out. When children go hungry in our constituencies and public money is being wasted on some contracts on which contractors are failing to deliver, the Government need to act to ensure that we get value for taxpayers’ money.Finally, local authorities and local public services desperately need help if they are to provide support to get the contract tracing done and get a grip on the virus. I call on the Government to work with them, support them and provide the funding that they need to protect us all.",24958,Rushanara,Ali,02/11/2020,Labour,Bethnal Green and Bow,1
text21812,"No new deaths in Scotland, no new deaths in Northern Ireland, and no new deaths in London hospitals: while I agree with my right hon. Friend that even one death from coronavirus is one too many, does he not agree that this is evidence that the whole-UK approach and the measures adopted across the entire United Kingdom at the beginning of this virus are working, and that this is reason to be hugely positive?",25703,Andrew,Bowie,08/06/2020,Conservative,West Aberdeenshire and Kincardine,3
text41487,"For exactly that reason, the Chancellor set out the package of measures in the winter plan. We recognise that there is a balance, and we have sought to strike one that enables many of those businesses still to trade — so restrictions have not led to closure of certain businesses, as full lockdown did. However, we acknowledge that there has been an impact, particularly on cash flow. That is why the Chancellor set out the furlough bonus and the job support scheme and extended what is, by international comparisons, one of the most generous self-employed income support schemes. We recognise that there is a balance between the health measures that we are taking and the hon. Lady’s legitimate concern about the impact on businesses, particularly their cash flow.",24916,Steve,Barclay,06/10/2020,Conservative,North East Cambridgeshire,3
text25634,"I very much welcome the statement from the Prime Minister, but he will be aware that my constituents will not get the benefit of the measures announced today, as the First Minister of Scotland is delaying Scotland’s release from lockdown. Does the Prime Minister agree that the First Minister should share the evidence to justify why Scotland has taken a different approach from the rest of the United Kingdom?",14026,John,Lamont,23/06/2020,Conservative,"Berwickshire, Roxburgh and Selkirk",2
text25871,What discussions he has had with representatives of the Northern Ireland Executive and the Irish Government on co-ordinating the response to the covid-19 outbreak.,10009,David,Amess,24/06/2020,Conservative,Southend West,4
text57917,"Special schools were not mentioned in the Prime Minister’s statement, but they will remain open over the course of lockdown. Will he please advise the House what advice and support they have received to stay open safely for the often vulnerable young people who need them, and whether special educational needs school staff, students and their parents will be given priority access to the vaccine to keep them safe?",25885,Charlotte,Nichols,06/01/2021,Labour,Warrington North,3
text22997,What assessment he has made of the (a) effectiveness and (b) value for money of Government contracts with private companies to provide public services in response to the covid-19 outbreak. ,25623,Liz,Twist,11/06/2020,Labour,Blaydon,4
text23708,"I thank the former Chief Whip for his intervention. I would certainly welcome that development. I have not heard anything from the current Leader of the House to explain why we can take part remotely in some debates but not in others. I will not take any more interventions, because I know we are up against time.Turning to the regulations themselves, they include, as the Minister outlined, some relaxations including the reopening of some outdoor retail as well as various outdoor sporting activities. They also make provision for elite athletes in anticipation of the return of professional sport, including the Premier League later this week. I am sure we are all looking forward to that, although anyone who has witnessed the Arsenal back four this season may consider the definition of an elite athlete to be a triumph of hope over reality.It is not all one way, however, and for the first time, the regulations include a list of venues that must now close. I fail to see any logic, coherence or consistency in respect of the Government’s approach to these venues and, critically, there has been no impact assessment on those venues. The first set of regulations, despite their sweeping nature, had no impact assessment at all. We understand, of course, why that was not possible in the first instance, but we have made it clear that we do not want that to become the norm, because we know that the impact of these regulations will be huge. We are now on the third set of regulations, 12 weeks after the lockdown started, and we have still had no impact assessment. How can the Government continue to issue new laws with such sweeping powers when they cannot tell us what their impact is?Is there a document the Minister can point us to that sets out the Government’s own assessment of whether they have met the five tests they set themselves for relaxing the lockdown? Certainly, there is concern that the threshold for relaxation has not yet been met. Only yesterday, the World Health Organisation expressed concern that we may be coming out of lockdown too early. According to a recent University of Oxford study on each country’s level of readiness for easing lockdown, we are now fourth from bottom in the entire world.The questioning comes not just from outside bodies but the Government’s own joint biosecurity centre, which has not reduced the threat level — still level 4 — and says very clearly that only when the threat reduces to level 3 can there be any relaxation of restrictions. I implore the Minister to set out exactly why the Government feel they can depart from the opinion of their own joint biosecurity centre.All these concerns matter not only because of the enormous impact of the regulations but, frankly, because the Government appear to be winging it in respect of   which regulations they choose to apply. Take the new category of venues to be closed in schedule 2 — model villages, zoos, safari parks, aquariums and so on. Clearly, that was an oversight in the original regulations, but we have seen a rapid U-turn on parts of the regulations so that, as I understand it, zoos and safari parks are no longer required to close. How have the Government got themselves into such a mess that we are debating on the Floor of the House regulations that they do not fully support? How can it possibly be consistent with the rule of law for the Government to present us with regulations and say, “Actually, we’re going to pretend that bits of this are not there”? It is an absolute shambles. To preserve the rule of law, it is vital that people do not act outside the law, but how can we expect it to be enforced properly if the Government say that bits of the regulations do not need to be followed? The changes come to us late, without any assessment of their impact, and after some of them have been pulled. That does not inspire confidence that the Government are in control of the situation or following any kind of plan.As we know, the WHO, the Association of Directors of Public Health and some of the Government’s own scientific advisers have said that the easing of lockdown should not occur until the testing and tracing system is proven to be more robust, but the reality is that the system is in chaos. The Government have not been able to publish the number of people tested each day for more than three weeks now. How can testing and tracing work properly if we do not know how many people are tested each day? A third set of data from the test and trace system shows that it needs a lot more work. Just over 8,000 people were tested, but only two thirds of them were contacted. Missing out a third is not what I would call an effective and robust system.And what of the app? It seems that the world-leading, game-changing, virus-busting app is not as important as it once was. That is a fate that probably awaits us all in here, but the app has suffered a downgrade before it has even been launched. Last month, the Secretary of State said it would be crucial and that downloading the app would be a public duty. Now we are told that it is not vital; it is more of a cherry on the cake. Which is it? Will the Minister explain how it is safe to open non-essential retail if people who might come across someone who is infected cannot be traced because there is no working app in place?The Government have been too slow on testing, too slow on social care, too slow on personal protective equipment, and too slow on the lockdown, and now it seems they are too slow on tracing. The Prime Minister promised a world-beating system by 1 June, but that date is long gone. Newspaper reports suggest that we may not get a fully operational system until September. When pressed in debate on the last set of regulations, the Minister could not give us a date when it will be ready.This matters because the restrictions are being lifted now. The Government must demonstrate that they have got a grip of the testing and tracing strategy in order to restore public confidence in their handling of the pandemic and to ensure that we do not risk another catastrophic spike of infection that will lead to a second lockdown, with all the damage that will bring. The Government have taken the decision to lift the restrictions. It is for   them to demonstrate that they are listening to the experts and publish the full scientific evidence behind the decisions that have been taken.We want the Government to succeed and remain committed to working constructively with them, but that is a two-way street. I have now spoken three times on these regulations. On each occasion I have stressed the importance of the Government operating within the rule of law, following due process and providing us with a full evidence base supporting the decisions they take. On each occasion the Government have failed to listen to those concerns. They have failed to demonstrate that they are following the science, they have failed to show that they are assessing the impact of their decisions, and they have failed to show that they grasp the importance of accountability. This Parliament and this country deserve the full picture, so I hope next time we debate these issues we get just that.",25378,Justin,Madders,15/06/2020,Labour,Ellesmere Port and Neston,1
text6632,"I wish to speak to new clause 2, which is tabled in my name and those of my Liberal Democrat colleagues. As you know, Dame Rosie, I intended to push the new clause to a vote, but I understand that time pressures will not allow me to do so. I am disappointed by that, but I will be pressing the Government on this issue time and again. I want them to make it a high priority and to put it at the forefront of their policy making and commitments to the mental health of children and young people.It is a pleasure to hear such a unified voice across the Committee about the importance of mental health, and there is a clear commitment to parity of esteem and to ensuring that mental health across the board gets the funding it deserves. I am therefore encouraged by the amendments, many of which I and my colleagues will support.New clause 2 focuses specifically on the crisis — I used that word advisedly — in the provision of child and adolescent mental health services. It places a spotlight on the chronic underfunding of CAMHS, and seeks to encourage the Government and NHS England to deliver on their promises and improve transparency and accountability on those priorities.Before I arrived in this place, I was aware of this significant and pressing issue. Less than two months since my election, however, I am utterly horrified by the cases of children and young people in crisis that cross my desk on a weekly basis — or more often — either through my surgery, my inbox, or anecdotally when speaking to acquaintances and contacts in my constituency and well beyond. New clause 2 seeks to make the Government and NHS England more accountable for the funding that they provide annually to CAMHS. That is very much in the spirit of the Bill. The Government are seeking to codify their promised expenditure on the NHS, and the new clause seeks simply to do the same  thing in this important area, given that a number of welcome commitments have been made about CAMHS spending.There are concerns that that funding is not reaching the frontline. Indeed, the evidence is clear. Just last week a report by the Children’s Commissioner stated that many CCGs are spending less than 1% of their mental health budget on children and young people. In 2017, the CQC revealed that CCGs have prioritised adult mental health over CAMHS because of the need to ration services. Other amendments seek to talk about mental health more broadly, but that is the reason why we need a particular spotlight on children and young people’s services.The phrasing of new clause 2 seeks to ensure accountability against the ambitions of the long-term plan. Subsection (2) would help to demonstrate whether the promises on the growth of CAMHS spending outstripping mental health spending, and NHS spending across the board, are kept.Subsection (3) shines a spotlight on regional variability. The Children’s Commissioner’s report last week talked about the enormous postcode lottery of spending on services. The numbers cited were staggering. In terms of low-level services, they ranged from 72p in some areas to £172 per child. On specialist services, they ranged from £14 to £191. We all expect some level of variation, but I am sure the Government would agree that that level of variation is utterly unacceptable. It needs to be tracked very publicly, so that spending and services can be improved to meet need.Why is that so critical? As has been stated by various Members, half of all mental health problems are established by the age of 14. We know that 1.25 million children and young people had a mental health disorder in 2017. We have heard that since 2010 there has been an increase of 330% in admissions to A&E of children and young people diagnosed with a psychiatric condition. We know that only one in four children and young people is being seen by a specialist when they need to.It is very easy to cite statistics, but behind them are individuals: children and young people and their stories. The stories I have heard are of teenagers self-harming, teenagers who are suicidal, teenagers who are a danger to themselves and their families, and young people who are excluded from school or are taking themselves out of school because of their mental health conditions. One piece of correspondence I received from a parent talked about her 17-year-old being referred for specialist treatment last November. He might be assessed, if he is lucky, in March and he will not get treatment for four to six months after that. That cannot be right. This child has at times been suicidal. I have also had a case of a 10-year-old with tier 3 needs waiting a similar amount of time for the initial choice assessment, who will be waiting a similar amount of time again for treatment.We have had many plans, many vision documents and many strategies setting out wonderful lofty ambitions for the NHS. As I said, the long-term plan has some very laudable commitments on CAMHS. The Bill seeks to put into law what the Government promise on NHS spending. New clause 3 simply seeks to put into law the Government’s promises on spending on children and young people’s mental health disorders. I cannot press new clause 3 to a Division, but I very much hope that the Government will accept the spirit of my new clause  and look to see what measures they can put in place to improve transparency and accountability. We owe it to those children and young people, because this really is a crisis and they need us to step up to the plate.I will end my remarks with a quote from the mother of the 17-year-old I referred to earlier, because she puts it far better than I could:“All these young people are our future and if we do not help them now, we are looking at a bleak future as these young people will end up being isolated from society, lack skills for work and relationships, find employment hard, perhaps even get into crime and ultimately will end up not having fulfilled lives and maybe end up being yet another statistic. We have not got this right and it is not just about the budgets or party politics; we need all of you to work together on this and treat this as an emergency.”",25820,Munira,Wilson,04/02/2020,Liberal Democrat,Twickenham,4
text42569,"Carshalton and Wallington residents have worked hard to keep the virus rate down to one of the lowest levels in London; however, with varying degrees of guidance and restrictions across the country, sometimes the guidance can be difficult to follow and people need clarification. Can my right hon. Friend assure me that this new covid three-level alert system will make it easier for people to understand and ultimately follow the guidance?",25907,Elliot,Colburn,12/10/2020,Conservative,Carshalton and Wallington,3
text17281,"In the absence of a vaccine or cure, large-scale testing and contact tracing will be essential tools in tackling coronavirus. In recent days, we have seen a Welsh Health Minister rip up his own testing targets, key people in my local health authority telling me they were not cited on the Deloitte plans for rolling out regional testing centres and there is no real evidence of contact tracers being recruited. Can my right hon. Friend tell me therefore who is actually running the test strategy in Wales — the UK Government, the Welsh Government or Deloitte? Furthermore, what assurances can he give that we have a clear plan based on the science and that that remains at the heart of everything we are doing in Wales?",11768,Stephen,Crabb,22/04/2020,Conservative,Preseli Pembrokeshire,4
text58403,"Analysis by the Resolution Foundation, based on the number of households claiming universal credit or working tax credit in April last year, found that 34% of working-age households across the north-east stood to lose out on over £1,000 a year if the uplift is cut, as currently planned, in April 2021. Unless I am mistaken that is still the case, although the Chancellor said it was at the end of the year in answer to an earlier question, so maybe he can clarify that. Can I ask the Chancellor if he agrees with me that it would now be unthinkable to cut this lifeline given the ongoing significant impact the pandemic has had on low-income families?",25794,Kate,Osborne,11/01/2021,Labour,Jarrow,4
text44222,"I joined my caseworker on a recent covid-safe visit to Huddersfield jobcentre, which is rolling out a seven-day-a-week operation to support jobseekers. Will the Minister join me in thanking all the team at Huddersfield jobcentre and continue to give them all the support required as they recruit the extra staff they need to support my constituents into work via kickstart and other schemes?",24887,Jason,McCartney,19/10/2020,Conservative,Colne Valley,4
text62739,"It is a pleasure to follow the hon. Member for Bermondsey and Old Southwark (Neil Coyle), and I welcome our new Minister, the Under-Secretary of State for Housing,  Communities and Local Government, my hon. Friend the Member for Walsall North (Eddie Hughes), to his place. This is a very important issue. Ensuring the safety of the individual is one of the most important functions of the state. I welcome the fact that the Government have made available £1.6 billion for cladding to be removed from buildings and that they are working closely with building owners to ensure that all dangerous ACM cladding, as found at Grenfell, is removed by the end of this year. It is also good news that the vast majority of buildings with ACM cladding have had it removed — or that the work is under way — including 100% of buildings in the social sector. It is remarkable that the Government have achieved that during the covid pandemic. It is necessary work and it must be completed as soon as possible. This Government are bringing forward the most significant building control legislation for 40 years. The Building Safety Bill and the Fire Safety Bill are an essential part of the way forward.As more than £1 billion in public funding has been made available, there is simply no excuse for building owners not to have begun this important remedial work, or for them to be passing the costs on to leaseholders. It is good to note that the Government have introduced several measures to support leaseholders over the last year, including the essential £30 million waking watch fund. That issue prevented many people from being able to sell their homes. The Government will continue to engage regularly with leaseholders to understand their concerns and find ways to protect them at affordable prices.I am particularly concerned that, through no fault of their own, some flat owners have been unable to remortgage or sell their properties. That cannot be allowed to continue. I have been contacted by a constituent on that issue, who is rightly concerned about a junior member of the family who finds themselves in that position in one of our major cities. The issue simply has to be resolved. It is essential that the Government continue to work closely with all parties, including lenders, for example, to resolve the challenges, ensuring that EWS1 forms are requested only where absolutely necessary, and that the number of surveyors who can complete the work is increased significantly to meet demand.However, much more needs to be done. The remedial cost will need to be spread over those who are actually responsible. I look to the Government rightly to assist as a safety net, but a safety net only — not the first port of call to pay for everything, as the Opposition invariably do. This is a complex legal and policy problem. We need complex resolutions in a proper timeframe. I am glad that the Government have committed to providing a solution. I appreciated the comments made by the Prime Minister a short while ago, and I look forward to a proper permanent solution. I will not vote in favour of the Opposition’s motion, because it is simplistic and solves nothing. The Government will solve the issues.",25877,Sarah,Dines,01/02/2021,Conservative,Derbyshire Dales,4
text45638,"The hon. Lady might make disparaging comments about photo opportunities at Wagamama, but that was precisely because that sector employs 2 million people who are disproportionately lower paid, from ethnic minorities, younger and women. It is right that we focus our support on those in the hospitality sector, because they are particularly impacted by the restrictions.The hon. Lady is right to highlight the plight of those in the events and exhibition industry. I am very sympathetic to that. Those businesses with business premises will receive business rates relief if they are in those categories. Indeed, the categories for the tier 2 grants that we have announced today will include hospitality, leisure and accommodation, under the Valuation Office Agency codes. Exhibition and events spaces are typically included in that, so they will be included in the calculation of the grant value provided to local authorities.",25428,Rishi,Sunak,22/10/2020,Conservative,Richmond (Yorks),4
