docid,text,person_id,first_name,last_name,date,Party,Constituency,label
text20261,"The right hon. Gentleman is right to raise that. This is Mental Health Awareness Week, and I have front of mind the mental health impacts of coronavirus, particularly on staff but across the board. We work closely through the chief medical officers of the four nations of the UK and between Ministers to try to ensure that clinical advice is co-ordinated. After all, it is based on the science. I am happy to look at the proposals and discuss them with the CMO.",24773,Matthew,Hancock,19/05/2020,Conservative,West Suffolk,4
text48390,"With permission, Mr Speaker, I would like to make a statement on coronavirus.The virus remains a powerful adversary, but we are marshalling the forces of science and human ingenuity. These forces are growing stronger, and I have no doubt that in time, we will prevail. The latest figures show that the number of cases continues to rise, so we must all play our part to get it under control. As I have said many times at this Dispatch Box, our strategy is to suppress the virus, supporting education, the economy and the NHS, until a vaccine can be deployed. That is our plan, and with the resolve that we must all show, we can see that that plan is working.Before turning to progress on testing and on vaccines, I first want to update the House on our response to the new variant strain of coronavirus that has been identified in Denmark. This shows how vigilant we must be. We have been monitoring the spread of coronavirus in European mink farms for some time, especially in the major countries for mink farming such as Denmark, Spain, Poland and the Netherlands. Spain had already announced the destruction of its farmed mink population in April. On Thursday evening last, I was alerted to a significant development in Denmark of new evidence that the virus had spread back from mink to humans in a variant form that did not fully respond to covid-19 antibodies.Although the chance of this variant becoming widespread is low, the consequences, should that happen, would be grave. So working with my right hon. Friends the Home Secretary and the Transport Secretary and all the devolved Administrations, we removed the travel corridor for travel from Denmark in the early hours of Friday morning. On Saturday and over the weekend, following further clinical analysis, we introduced a full ban on all international travel from Denmark. British nationals or residents who are returning from Denmark, whether directly or indirectly, can still travel here, but they must fully self-isolate, along with all other members of their household, until two weeks after they were in Denmark. These are serious steps, and I understand the consequences for people, but I think that the whole House will understand why we had to act so quickly and decisively. Be in no doubt, we will do what needs to be done to protect this country.We do not resile from our duty to protect, and to suppress the virus, we must harness new technology to keep people safe and, in time, to liberate. Our ability to suppress the virus begins with testing for it, and the House will know that we have been driving forward testing capacity based on new technologies and old. Yesterday, our polymerase chain reaction — PCR — testing capacity stood at 517,957, which is the largest testing capacity in Europe. Over 10 million people in the UK have now been tested at least once through NHS Test and Trace, and our NHS covid-19 contact tracing app is now approaching 20 million downloads, yet this historic expansion is just one part of our critical national infrastructure for testing. Just as we drive testing capacity on the existing technology, so, too, have we invested in the development of the new. I have been criticised for  this obsession with new testing capacity, but we have not wavered from the task, and we are now seeing the fruits of this effort.Last week, we expanded the pilot in Stoke-on-Trent to Liverpool, where we have deployed enough of the cutting-edge lateral flow tests to offer tests to the whole city. These tests can deliver a result on someone’s infectiousness in under 15 minutes, so that they can get almost immediate reassurance about their condition and so that we can find and isolate the positives and reassure the negatives. To make this happen, NHS Test and Trace has been working side by side with the logistical heft of our armed services and Liverpool City Council, and I want to thank Mayor Joe Anderson and his whole team for their work.Next, these tests allow us from today to begin rolling out twice-weekly testing for all NHS staff, which will help to keep people safe when they go into hospital and help to keep my wonderful colleagues in the NHS safe, too. The next step is to roll out this mass testing capability more widely, and I can tell the House that last night I wrote to 67 directors of public health who have expressed an interest in making 10,000 tests available immediately and making available lateral flow tests for use by local officials according to local needs at a rate of 10% of their population per week. That same capacity — 10% of the population per week — will also be made available to the devolved Administrations. By combining the local knowledge of public health leaders with our extensive national infrastructure, we can tackle this virus in our communities and help our efforts to bring the R down. Testing provides confidence, and it is that confidence that will help to get Britain back on her feet once more.While we expand testing to find the virus, the best way to liberate and to get life closer to normal is a vaccine, and I can report to the House the news of the first phase 3 trial results of any vaccine anywhere in the world. After tests on 43,000 volunteers, of whom half got the vaccine and half got a placebo, interim results suggest that it is proving 90% effective at protecting people against the virus. This is promising news. We in the UK are among the first to identify the promise shown by the vaccine, and we have secured an order of 40 million doses. That puts us towards the front of the international pack, and we have placed orders for 300 million further doses from five other vaccine candidates that have yet to report their phase 3 results, including the Oxford-AstraZeneca vaccine.I want to make it clear to the House that we do not have a vaccine yet, but we are one step closer. There are many steps still to take. The full safety data are not yet available, and our strong and independent regulator the Medicines and Healthcare Products Regulatory Agency will not approve a vaccine until it is clinically safe. Until it is rolled out, we will not know how long its effect lasts, or its impact not just on keeping people safe but on reducing transmission. The deputy chief medical officer, Jonathan Van-Tam, said yesterday that this was like the first goal scored in a penalty shoot-out:“You have not won the cup yet, but it tells you that the goalkeeper can be beaten.”And beat this virus we must, we can and we will. Yesterday’s announcement marks an important step in the battle against covid-19, but, as the Prime Minister  said, we must not slacken our resolve. There are no guarantees, so it is critical that people continue to abide by the rules and that we all work together to get the R number below 1.If this or any other vaccine is approved, we will be ready to begin a large-scale vaccination programme, first to priority groups, as recommended by the independent Joint Committee on Vaccination and Immunisation, then rolling it out more widely. Our plans for deployment of a covid vaccine are built on tried and tested plans for a flu vaccine, which we of course deploy every autumn. We do not yet know whether or when a vaccine is approved, but I have tasked the NHS with being ready from any date from 1 December. The logistics are complex, the uncertainties are real and the scale of the job is vast, but I know that the NHS, brilliantly assisted by the armed services, will be up to the task.I can tell the House that last night we wrote to GPs, setting out £150 million of immediate support and setting out what we need of them, working alongside hospitals and pharmacies, in preparing for deployment. The deployment of the vaccine will involve working long days and weekends, and that comes on top of all the NHS has already done for us this year. I want to thank in advance my NHS colleagues for the work that this will entail. I know that they will rise to the challenge of being ready, when the science comes good, to inject hope into millions of arms this winter.The course of human history is marked by advances where our collective ingenuity helps us to vanquish the most deadly threats. Coronavirus is a disease that strikes at what it is to be human, at the social bonds that unite us. We must come together as one to defeat this latest threat to humanity. There are many hard days ahead, many hurdles to overcome, but our plan is working. I am more sure than ever that we will prevail together.",24773,Matthew,Hancock,10/11/2020,Conservative,West Suffolk,1
text26936,"I would like to start by saying that I welcome this Bill on behalf of the Labour party. It is a pleasure, after my disagreements with the Secretary of State over recent weeks, to find myself broadly in agreement with Government Front Benchers this evening. I thank the Minister for engaging with me so constructively about this over recent days. Businesses clearly need more support to get back to work quickly and safely. This Bill is a start. It is intended to enable the next phase of easing the lockdown to go ahead.Before I elaborate, I thank the Members in all parts of the House who have made contributions to the debate, including my hon. Friend the Member for Hackney South and Shoreditch (Meg Hillier), who raised concerns about the impact of further relaxing licensing on antisocial behaviour which I am sure the Minister will wish to respond to. I add my congratulations to the many we have already heard around the House on the two maiden speeches from the new hon. Members for South Ribble (Katherine Fletcher) and for Sedgefield (Paul Howell). They were very different speeches in style but both extremely admirable debuts in this Chamber. I look forward to many more I suspect entertaining contributions from the hon. Member for South Ribble.The country is facing a major recession, perhaps the worst in three centuries. It will take a major national effort to help families and employers to get through this while also making sure that the risks of a second damaging peak in covid-19 infection are minimised. These circumstances would be challenging for any Government. Without a vaccine — and we do not have one yet — nothing is risk-free. My right hon. Friend the Member for Doncaster North (Edward Miliband) outlined from the Dispatch Box how the Opposition have supported the Government in many key decisions throughout this pandemic, and that extends to this Bill and other very significant measures such as the furlough scheme.However, we must recognise too, so that we can learn from them, that the Government have made mistakes that have made the situation more difficult than it needed to be. Their initial promises on council funding have still not been matched by action, leaving many local authorities that will be key to supporting economic recovery in their own localities uncertain about funding just a few weeks ahead, let alone in the months and years ahead as the recession deepens. The Government’s instinct to over- centralise and their failure to listen enough to communities and professionals on the frontline has led to serious and avoidable failures in obtaining protective equipment, ramping up testing, protecting care homes, and accurately identifying everyone who needed support to self-isolate through the shielding programme. I would add, in the light of what we have seen in Leicester today and over recent days, their failure  to share the data on the infection rates in localities with the relevant authorities in those localities, who will need it in order to marshal the support that is needed to enforce local lockdowns if they are required.After the Government wasted two months on a centralised track and trace programme based on an app that never worked, they belatedly, although rightly, recognised the importance of engaging local government and public health professionals, but not soon enough to provide reassurance that the lockdown could be eased as safely as possible. As a result of that, we are reopening, but with higher levels of risk than were necessary. These failures have made the challenges to people’s health, people’s jobs, our high streets and our businesses worse than they needed to be, and there are important lessons to learn if we want to avoid a second lockdown.The hospitality sector faces particular challenges. The temporary changes to licensing rules will help pubs, cafés, bars and restaurants to reopen quickly and serve customers outside. Many of these businesses operate on extremely tight margins, and without this lifeline many would not survive, so the changes are welcome. However, the British Beer and Pub Association points out that 10,000 pubs are not eligible for the Government’s grant scheme. It says that unless the Government make specific support available now, thousands of pubs will close for good, taking hundreds of thousands of jobs with them. We cannot allow that to happen to such an important part of the British way of life for so many people, so I hope that the Government will move quickly to provide the support that is needed.My right hon. Friend the shadow Secretary of State for Business made some very important points about the need for the Government to review the flexibility of the furlough scheme to support the specific needs of the hospitality sector. Sectors of the economy will open at different rates. Some are more susceptible to covid-19-related restrictions than others, and the hospitality sector is one of the most at risk. There needs to be greater flexibility, or many businesses that are vital to the life and identity of their locality, and the jobs that come with them, will be lost forever.Local authorities have a key role to play in supporting their local hospitality sector, but they need greater clarity from the Government on their new role. The Government must be clear on how the new licensing requirements will be monitored and enforced, given the severe lack of resources available in local authorities to carry out those functions. Council budgets are under unprecedented pressure after 10 years of austerity and the Government’s broken promises on fully compensating them for the costs they have incurred as a result of covid-19. It is important that the Government now offer cast-iron guarantees that none of the measures in this Bill will place further costs on councils that could lead to further cuts elsewhere.We welcome the extension of construction site working hours. The sector has a backlog of work to catch up on, and this flexibility will allow that to happen. It is important that communities do not feel their interests are being ignored in this, so Labour would like to see councils given the discretion they need to restrict hours of operation where there is a compelling and overriding local reason to do so.The introduction of more flexible planning appeals is also welcome in speeding up the process — although perhaps not as flexible as the Secretary of State for  Housing has been involved in recently — but we want reassurance that no legitimate voice is digitally excluded from being heard. Local government is worried about the cost implications of these new rules, so I urge the Minister to publish a report detailing the extra costs that councils will face in processing increased volumes of planning applications through the new system.The measures to speed up lending through the bounce-back loan scheme are welcome, but I hope the Government will recognise that many businesses are still finding it difficult to access loans through CBILS, as the backlog builds up and the rules lock out too many. We need a fresh look at how the scheme can be amended to support more businesses faster. I agree with the points made by the hon. Member for Westmorland and Lonsdale (Tim Farron) about people who are directors of small limited companies — often freelancers — who have been denied support and, as I know from my own constituency of Croydon North, are really struggling as a result.In conclusion, the measures in the Bill are welcome and we will help to ensure its passage, but I want to be clear that this Bill only helps at the margins of what will be needed. We are facing a deep recession — possibly the worst for three centuries — and millions of people up and down the country fear for their jobs and for their livelihoods. We will need more than this Bill to help this country weather the coming storm, but for this evening, we welcome the Bill and we will support its passage through the House.",25170,Steve,Reed,29/06/2020,Labour/Co-operative,Croydon North,3
text35561,"Environmental sustainability needs to be defined. At the moment, co-operatives have very strong environmental sustainability values at their heart, but that would clearly need to be set out in the confines of this Bill.Added to that, environmental and social governance, or ESG, is the buzzword of the City right now. Investors have flooded into the market looking to immunise their portfolios against climate risk and help promote a sustainable recovery from this pandemic. This Bill provides such an opportunity or pathway for investment, and it would be a travesty if this Government were to walk away from that opportunity.My Bill is not just warm words on the environment. It would provide a genuine route towards greening our local communities for the benefit of all, creating green jobs, creating green skills, raising capital for the vital retrofitting of housing association stock, and strengthening sustainable and secure sources of good-quality British food and produce from British farms. The list is endless. My Bill is a bid to match co-operative values to the mission of climate action, with communities pooling resources collectively to install and generate energy; taking small steps with huge benefits, such as creating cheap renewable energy, so that no one in the community is left behind by rising energy costs and fuel poverty or priced out of green evolution.Co-operatives UK expects there to be 1 million employee and worker owners in the UK co-operatives sector by 2030, but we can go one step further: we can ensure that co-operatives kickstart a local green economy and create local jobs and skills. There are Awel and Egni co-operatives and others across the country, such as Brixton energy and Bristol energy co-operatives and OrganicLea, a co-operative farm that trains local people. Initiatives such as these spark local imagination and creativity and put the power back into the hands of local people.The Bill is about not just the co-operatives of  today, but the ones of tomorrow that could be born  out of the successes of this Bill — the co-operative bus and rail companies creating genuinely affordable and environmentally sustainable modes of transport as we decarbonise our roads, or seed capital for communities to take over local utilities. In Wales, we have Dwr Cymru, which is a prime example of a semi-mutual water company run on a not-for-profit basis, with profits invested and recycled solely for customer benefit. I am thinking of co-operative run social care, childcare and other communal services, as proposed by the Welsh Co-operative Centre in its “better, fairer, more co-operative Wales” report, or even co-operative agriculture, food production, or community zero-waste cafés and restaurants, such as SHRUB co-op in Edinburgh. Action is needed — not empty words and greenwash — and that is what my Bill aims to deliver.",25647,Anna,McMorrin,11/09/2020,Labour,Cardiff North,4
text62345,"The Committee on Climate Change has reported that aviation accounted for 8% of UK emissions in 2019, before the pandemic stopped flights. I am pleased that the Government have finally indicated that they will bring forward a support package for aviation this autumn, but will this be conditional on action to tackle emissions in the climate crisis?",25366,Jeff,Smith,28/01/2021,Labour,"Manchester, Withington",4
text38290,"Between March and July, disabled people, including people with a health condition or impairment, accounted for almost 60% of all covid deaths, yet a survey of disabled people in Greater Manchester revealed that eight out of 10 were not included in the official Government shielded group, in spite of 57% having significant support needs. With the second wave upon us, what is the Secretary of State doing to ensure that all clinically vulnerable people are shielded and properly supported?",25034,Debbie,Abrahams,23/09/2020,Labour,Oldham East and Saddleworth,1
text47342,"The Department for Digital, Culture, Media and Sport has engaged extensively with Public Health England to  provide clear guidance on singing. The development of the guidance enabled both professional and non-professional activity to take place in a covid-secure manner in a range of settings and contexts over recent months. However, in line with new restrictions coming into force today, amateur activity can no longer take place.",24873,Caroline,Dinenage,05/11/2020,Conservative,Gosport,3
text48245,"Retail sector employment is a huge part of employment in my constituency of Blaydon, from huge centres like the Metrocentre to independent retailers across the whole constituency. With all but essential shops now closed for a second time, what further practical support are the Government giving to those businesses struggling to pay their rent, and their other bills, as a result of the covid crisis?",25623,Liz,Twist,10/11/2020,Labour,Blaydon,4
text19898,"The Government have been talking to train operators throughout this whole process, as my hon. Friend would expect, but we do not have plans to extend season tickets. Season ticket holders are already entitled to request a refund in accordance with the National Rail conditions of travel. Over 100,000 season ticket holders have already claimed refunds totalling £150 million in the current covid travel restriction period.",24841,Chris,Heaton-Harris,18/05/2020,Conservative,Daventry,4
text63853,"Every one of us in this House wants to see investment in our constituents and our communities, particularly after a decade of Tory-imposed austerity, so I welcome the £22 million that has been allocated to Warrington from the fund. As part of the town deal board, I pay special thanks to all the stakeholders and officers of Warrington Borough Council for drawing together this successful bid. But — you knew that there would be a “but”, Mr Deputy Speaker — this is not a sustainable alternative to proper, long-term funding of our towns and their needs, and cannot and should not be sold as such by the Government.As has already been mentioned, the past 10 years have seen core funding for local authorities cut by £15 billion, and our councils are struggling even more with the understandable impact of covid on their income streams and spending expectations, which the LGA estimates will be a further £2.6 billion. In comparison, the towns fund programme replaces only a fifth of the shortfall. We cannot expect our towns to thrive, as I would like to see, if our funding is stripped to the bone and sometimes the marrow, and we are left hoping for a special handout from Westminster once a decade. How does that assist long-term planning, or the development of sustainable local economies? We need a more holistic approach.In Warrington, I want the certainty of a long-overdue new hospital Bill. I want assurances that there will be funding for the restoration and redevelopment of local leisure and library facilities, including Culcheth Community Campus and Padgate library. Above all, I want a guarantee that Warrington Borough Council will be reimbursed   for the moneys it has had to spend because of the pandemic, or else all the work that has gone into this bid will be fatally undermined. I want towns such as mine to be self-sustaining and able to offer opportunities for young people and well-paid jobs so that they become hubs of prosperity, rather than being emptied out. We in Warrington benefit greatly from the high-skilled and highly rewarded employment opportunities provided by the nuclear industry. I want the Government to do more to deliver the next generation of new nuclear, which will provide more such quality prospects in Warrington and elsewhere, and to commit to an industrial strategy that makes levelling up the north-west about deeds, not words.In his response to today’s debate, I hope the Minister will set out how he will judge the success of the towns fund, and how he will ensure that continuous financial support for towns is restored, rather than acting as though we should be grateful for a chance to bid for funding in a once-in-a-decade competition.",25885,Charlotte,Nichols,04/02/2021,Labour,Warrington North,4
text60026,"It is a pleasure to follow the hon. Member for Bermondsey and Old Southwark (Neil Coyle). As a new MP, I am fascinated by the workings of this House and how Opposition day debates operate in attempts to further the political aims of the Opposition. These debates can certainly be passionate and emotive, but Opposition contributions seem at times to lack a grounding in reality, and they tend to whip up anxiety and despondency. I prefer instead to look at the details and facts —  [Inaudible.] The evidence shows that the Government’s measures so far through the pandemic have been truly groundbreaking.  [Inaudible.]",25877,Sarah,Dines,18/01/2021,Conservative,Derbyshire Dales,4
text54872,"This is incredibly welcome news today. Looking ahead to Christmas, I have been approached by a number of emergency service workers in the NHS, policing and other sectors who will miss out on the opportunity to see loved ones because of the window for household mixing — they will still be working on the frontline in the fight against the coronavirus crisis during that period. I appreciate that this is a difficult one to crack, but has the Secretary of State given any consideration to flexibility to ensure that those who really deserve a Christmas with their loved ones can still get it?",25434,Holly,Lynch,08/12/2020,Labour,Halifax,3
text24968,"We have of course taken this merger decision now because we can see that we need to be as effective as we possibly can be during this coronavirus challenge. Equally, it will help to galvanise the integrated view that will bring into play all the wider security factors that my hon. Friend mentioned.",24815,Dominic,Raab,18/06/2020,Conservative,Esher and Walton,4
text66699,"I thank the Minister for her response, but unfortunately the Government’s current school breakfast programme only provides for 7% of schools that meet the Government’s deprivation criteria, and it ends in July. Pre-pandemic, up to 2 million children  were starting their school day without a breakfast. My School Breakfast Bill would extend and scale up provision via funds from the soft drinks levy. Please can she ask the Chancellor to implement my Bill and get breakfast into the Budget?",25181,Emma,Lewell-Buck,01/03/2021,Labour,South Shields,4
text20511,My right hon. Friend will be aware of the excellent work taking place at Colchester and Ipswich hospitals in partnership with local independent providers to increase capacity for dealing with non-covid cases such as cancer. What more can we do to increase capacity in the independent sector so that we bear down on the backlog in elective surgery?,25414,James,Cartlidge,02/06/2020,Conservative,South Suffolk,4
text57320,"I thank my right hon. Friend for all the support that my council has received during coronavirus. One issue that my council faces is that we raise an awful lot in business rates, given the high property values in Kensington. We get very little of that back, yet our high streets are really suffering because of the crippling level of business rates. Does he agree that we need a fundamental review of business rates?",25891,Felicity,Buchan,17/12/2020,Conservative,Kensington,4
text36640,"Yes, to the best of my knowledge, care homes in this country should get weekly tests for all staff members and tests every 28 days for the residents in the care homes. Of course the hon. Lady is right to express the frustration of people across this country about the massive demand there is now for tests — it has hugely increased. Everybody can see just in the past few days a colossal spike in the number of people who want tests and who want to ascertain whether they have coronavirus. What we are trying to do now is meet that demand at record speed. Just in the past couple of weeks, we have increased the capacity of our testing systems by 10%. We have four new labs that we are building in Newport, Newcastle, Charnwood and Brants Bridge. Just so she knows the scale of the ambition, we want to get up to 500,000 tests per day by the end of October. As I have said, that is a huge, huge number.  I really do pay tribute to all those who are delivering it. I know that Opposition Members like to make these international comparisons, so I will just repeat that we are testing more than any other European country.",10999,Boris,Johnson,16/09/2020,Conservative,Uxbridge and South Ruislip,4
text42947,"I hear the concerns of my right hon. Friend, but there is a balance that needs to be struck between the comprehensive nature and the fiscal cost of the range of packages that we have put in place and the measures that we have taken to control the virus. The balance that we have struck, in line with the advice that we have received, is about balancing how we control the virus with the wider implications not only for the economy, but for non-covid health issues as well. That is the balance that we are striking. Of course it is attractive for him to say that we should keep spending more  and more, but we have already committed more than £200 billion.",24916,Steve,Barclay,13/10/2020,Conservative,North East Cambridgeshire,3
text35747,"As my hon. Friend the Member for Portsmouth South (Stephen Morgan) just said, we face a tsunami of unemployment over the coming six to eight months, which I think the Minister would accept. Frances O’Grady, the general secretary of the TUC, said this morning that covid will not end at the end of October, so why should the furlough scheme? Business representatives have said that the furlough scheme in other countries, such as Germany and France, is offering a competitive advantage to those economies that we do not. Will the Minister please speak to the Chancellor and look for an extension of the furlough scheme, particularly on some sort of sectoral deal?",25701,Matt,Western,14/09/2020,Labour,Warwick and Leamington,4
text67500,"I am sure that there will be much chest thumping over this Budget, but the reality is that many of those most in need of support have been ignored. Furlough has been welcome for some, but for others, including the 3 million excluded, who have not received a penny, this Budget offers nothing.The £10 million for veterans’ mental health is welcome, but many of the veterans and their families who contact me do so because of a lack of support from this Government. The Chancellor could have rectified this situation, which sees payments awarded for injury in service treated as normal income for DWP calculations, but he did not. What message is he sending to veterans  who have given their health for this country? The recent National Audit Office report on military housing should have shamed this Government into action. The report talks about “decades of under-investment”, with nearly 2,400 personnel living in such abysmal accommodation, lacking such basics as hot water, that they are not even required to pay rent. This is a Government who profess to stand up for the armed forces, so why are there no funds for this?Central to any covid recovery plan must be our children. This is a year when disadvantage has been laid bare. Although the Government have rightly provided digital devices and tutoring schemes for learning, children need first to be fed. The Chancellor has agreed to maintain the £20 weekly uplift in universal credit until September, which is of course welcome, but does he really think that the uplift is not required beyond September? He has probably never gone around a supermarket trying to decide which basics he can afford. Well, I have, and I can tell him the difference that £20 a week would have made during those times. In contrast, we see the Scottish Government introducing the Scottish child payment of £10 a week for every child under six. We want a commitment that this uplift will be permanent and that it will apply not just to those on universal credit, but to those on legacy benefits, so that children can be fed. Then we can talk about meaningful learning.Finally, I want to talk about the children of Yemen. The UN tells us that the humanitarian crisis is the worst in the world, with 80% of Yemen’s population in need of humanitarian aid, 4 million displaced, and 400,000 children under five at risk of dying from malnutrition. Amid this crisis, the Government make manifesto-breaking cuts to international aid. If this is the best that global Britain can deliver, it is no surprise that Scotland is choosing a different path. One of the strengths of the UK was a commitment to international development. The situation in Yemen is critical. A tiny proportion of our borrowed funds must be shared with the world’s most desperate.",25406,Carol,Monaghan,03/03/2021,Scottish National Party,Glasgow North West,4
text65874,"In the past few days, Governments across the UK have outlined the first tentative steps out of lockdown and towards the reopening of our economy, but this will clearly not happen overnight, so the Government must avoid cliff edges and must also help businesses and individuals to get back on their feet. That is why Labour’s British recovery bond proposal is so crucial.The hospitality sector has been particularly hard hit by this crisis. Speaking to pubs and restaurants in my Aberavon constituency, they tell me that the uncertainty over future economic support packages is making a difficult situation intolerable. They do not know whether they will have the money to pay bills and they cannot give their employees assurances over whether they will be furloughed because they are waiting for the UK Government to decide. The UK Government need to provide businesses and employees with clarity by extending and reforming the furlough scheme so that it lasts for as long as restrictions are in place and while demand is significantly reduced. Pubs and restaurants have not been able to take advantage of the reduced VAT rate, as for large parts of the year they have been shut, and when they have been able to operate, it has been at reduced capacity. Decisive action by the UK Government is therefore needed. Extending the temporary 5% reduced rate of VAT for the hospitality, tourism and culture sectors would allow businesses to plan for survival and invest in safeguarding jobs.The UK Government also desperately need to address the gaps in support schemes. It is a travesty that after almost a year the Government continue to ignore the plight of so many who have been excluded from the support schemes and have not received support they desperately need. My Aberavon constituency is a hotbed of creative talent, following in the footsteps of Anthony Hopkins, Michael Sheen and Richard Burton. For many in the creative arts industry, it has been horrendous: their industry is closed down, their work has dried up, their income has fallen off a cliff and because of the nature of their employment, they have not qualified for any of the support schemes and their savings preclude them from universal credit.Others outside the creative industries have also found themselves in difficult positions, for example, a driving instructor in my constituency, who was not eligible for any of the self-employment support schemes, received support through furlough, which only managed to cover his national insurance contributions.The UK Government have been consistently slow in responding to the crisis and have failed to provide the long-term clarity about economic support that is required.  We need to do the right thing, plug the gaps in the schemes and support hard-working people in Aberavon and across the country.",25297,Stephen,Kinnock,23/02/2021,Labour,Aberavon,4
text46510,"Today, my mother celebrated her 89th birthday.  [Hon. Members: “Hear, hear.”] Thank you. She is well supported, like many octogenarians in Northern Ireland, in a social bubble where my sister looks after her extremely well, she has frequent visits from people who are socially distanced from her, great interaction with her grandchildren and her great-grandchildren and she enjoys the fullness of life. But her experience is very unlike that of millions of old-age pensioners across the whole of the United Kingdom. Tonight, 2.5 million pensioners are living in complete isolation and loneliness across many of our constituencies, and they have no one to turn to. Those pensioners are frightened to their wits’ end about some of the messaging that they see on their television screens. They probably believe the words of that elderly singer and songwriter from Belfast, Van Morrison, who has said that for some people:“Optics are more important than ‘science’”.Many of those elderly people who have a strong faith are now being told that they cannot go to their places of worship here in Great Britain. I agree with my hon. Friend the Member for Strangford (Jim Shannon) that there should be a national day of prayer on which the community comes together and our great church buildings sound out praises and prayers to our Almighty God in a way that puts Him first in our nation for the first time in a long time.Many people in our care homes do not know whether they will be entitled to a visit. I understand that the health service was looking at a pilot scheme to open up care homes to more visits, but many care home practitioners quite correctly tell me that it is because they have closed themselves to visits that the people living in those care homes have been saved from the ravages of coronavirus. We have to get a balance that also works for the practitioners in our care homes. In Northern Ireland, 80% of those who have succumbed to coronavirus deaths are octogenarians, so it is little wonder that those people live in fear. We have to start to address their concerns adequately and properly.I said in an earlier intervention that we applaud our health workers. We have seen a lot of people out there clapping them, but many nurses tell me — I have to declare an interest: my daughter is a nurse — that they feel they are being slapped in the face, not clapped on the back, when we look at their pay cheque at the end of   the month for the work that they have to do. Student nurses regularly ask me whether they will be paid through this period of crisis. We have to ensure that we really start to see some progress with regards to nurses’ pay.Let us look at what is going to happen today. By the time the curtain comes down this evening, 600 people across the United Kingdom will have died of cancer, more than 500 will have died of heart disease and 20 people have taken their own life through the misery of suicide. They are practically forgotten in the panic of the coronavirus. The figures tell us something very different from what we are being told by some of the leading practitioners. Respiratory diseases killed 3.9 million people worldwide in 2017. In 2020, 1 million people have succumbed to coronavirus. We must start to address this issue properly and adequately.",13852,Ian,Paisley,02/11/2020,NA,NA,3
text14209,"It is a great pleasure to follow the hon. Member for Great Grimsby (Lia Nici). She conveyed her passion and commitment to her constituents and her constituency. We on the Labour Benches remember her predecessor, Melanie Onn, with great affection and we are grateful to the hon. Member for mentioning her. On behalf of the whole House, I wish her all the very best in her endeavours in this House. She has made a powerful maiden speech on this important occasion.This is a Budget debate, yet, as the Chancellor and many other Members have acknowledged, the only issue at the front of people’s minds at the moment is coronavirus. I know that families are concerned about their children and schools, I know that small businesses are worried about their survival, and I know that carers are very concerned about the elderly. We now have 20 confirmed cases of coronavirus in South Yorkshire. I take this opportunity to reassure my constituents in South Yorkshire that the best preparations are being made to keep them safe. For that reason I will not be able to attend the winding-up speeches later, Madam Deputy Speaker, for which I apologise. I need to be in regular contact with our public health directors and the local resilience forum to ensure that our public services have the support they need.Last week, we convened a taskforce of the Sheffield city —  [Interruption.]",25067,Dan,Jarvis,16/03/2020,Labour,Barnsley Central,3
